"Tabela 2612 - Nascidos vivos, ocorridos no ano, por mês do nascimento, sexo, local de nascimento, número de nascidos por parto, idade da mãe na ocasião do parto e lugar de residência da mãe",,,,,,,,,,,,,,,,
Variável - Nascidos vivos ocorridos no ano (Pessoas),,,,,,,,,,,,,,,,
Nível,Cód.,Município,Número de nascidos por parto,Idade da mãe na ocasião do parto,Ano x Mês do nascimento x Sexo x Local do nascimento,,,,,,,,,,,
Nível,Cód.,Município,Número de nascidos por parto,Idade da mãe na ocasião do parto,2016,,,,,,,,,,,
Nível,Cód.,Município,Número de nascidos por parto,Idade da mãe na ocasião do parto,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro
Nível,Cód.,Município,Número de nascidos por parto,Idade da mãe na ocasião do parto,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total
Nível,Cód.,Município,Número de nascidos por parto,Idade da mãe na ocasião do parto,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total
MU,3500758,Alambari (SP),Total,Total,8,5,6,10,5,4,5,9,11,4,6,8
MU,3500808,Alfredo Marcondes (SP),Total,Total,6,3,6,5,9,-,3,4,5,3,-,3
MU,3500907,Altair (SP),Total,Total,2,5,6,2,6,3,3,6,5,4,7,3
MU,3501004,Altinópolis (SP),Total,Total,17,21,19,20,12,13,14,9,13,19,6,13
MU,3501103,Alto Alegre (SP),Total,Total,7,5,3,2,-,1,1,1,2,6,4,-
MU,3501152,Alumínio (SP),Total,Total,26,27,14,33,25,17,18,27,16,22,16,29
MU,3501202,Álvares Florence (SP),Total,Total,5,5,5,3,4,2,-,5,1,1,1,3
MU,3501301,Álvares Machado (SP),Total,Total,35,31,35,33,28,22,21,24,35,19,16,30
MU,3501400,Álvaro de Carvalho (SP),Total,Total,8,4,6,5,3,2,1,1,4,1,5,2
MU,3501509,Alvinlândia (SP),Total,Total,2,6,5,4,4,1,3,4,4,2,4,4
MU,3501608,Americana (SP),Total,Total,262,209,239,232,240,203,199,191,191,192,169,180
MU,3501707,Américo Brasiliense (SP),Total,Total,48,44,51,47,42,35,36,25,48,33,28,27
MU,3501806,Américo de Campos (SP),Total,Total,6,3,4,4,3,4,6,3,1,4,4,2
MU,3501905,Amparo (SP),Total,Total,61,77,81,76,78,61,73,56,56,61,56,58
MU,3502002,Analândia (SP),Total,Total,2,3,10,5,3,3,1,7,5,6,2,8
MU,3502101,Andradina (SP),Total,Total,51,59,62,73,64,73,61,43,66,38,40,57
MU,3502200,Angatuba (SP),Total,Total,23,25,37,38,36,26,27,30,31,25,28,25
MU,3502309,Anhembi (SP),Total,Total,4,6,11,9,5,6,9,7,7,4,7,8
MU,3502408,Anhumas (SP),Total,Total,8,1,9,9,3,6,3,3,7,7,4,3
MU,3502507,Aparecida (SP),Total,Total,41,46,35,46,46,54,40,41,43,45,31,45
MU,3502606,Aparecida d'Oeste (SP),Total,Total,8,4,4,1,4,5,5,3,2,7,3,1
MU,3502705,Apiaí (SP),Total,Total,29,28,34,22,36,22,16,33,29,22,30,29
MU,3502754,Araçariguama (SP),Total,Total,36,26,24,29,19,31,20,19,31,24,25,22
MU,3502804,Araçatuba (SP),Total,Total,202,211,224,200,201,189,167,177,175,165,147,163
MU,3502903,Araçoiaba da Serra (SP),Total,Total,38,46,45,42,40,42,36,33,36,35,30,29
MU,3503000,Aramina (SP),Total,Total,3,3,2,9,7,4,4,5,4,4,6,6
MU,3503109,Arandu (SP),Total,Total,8,5,11,6,5,2,6,6,5,7,8,6
MU,3503158,Arapeí (SP),Total,Total,1,1,-,3,3,1,2,2,2,1,1,3
MU,3503208,Araraquara (SP),Total,Total,232,219,250,259,237,227,240,209,226,221,204,222
MU,3503307,Araras (SP),Total,Total,142,122,141,138,154,129,121,124,118,111,93,111
MU,3503356,Arco-Íris (SP),Total,Total,-,2,-,3,2,2,2,2,1,2,2,3
MU,3503406,Arealva (SP),Total,Total,5,5,7,8,3,10,13,14,6,5,2,7
MU,3503505,Areias (SP),Total,Total,9,3,5,5,1,2,2,3,4,3,2,3
MU,3503604,Areiópolis (SP),Total,Total,10,9,10,18,9,13,15,13,15,8,11,11
MU,3503703,Ariranha (SP),Total,Total,7,11,11,10,4,4,4,6,4,6,6,6
MU,3503802,Artur Nogueira (SP),Total,Total,64,66,72,63,59,57,48,44,59,40,46,49
MU,3503901,Arujá (SP),Total,Total,132,121,139,147,149,118,127,107,118,104,78,96
MU,3503950,Aspásia (SP),Total,Total,4,1,2,3,3,2,1,1,1,1,2,6
MU,3504008,Assis (SP),Total,Total,107,93,134,112,111,98,92,87,99,83,70,113
MU,3504107,Atibaia (SP),Total,Total,179,184,197,187,212,154,136,158,163,162,136,165
MU,3504206,Auriflama (SP),Total,Total,9,19,11,12,15,13,13,11,8,15,14,5
MU,3504305,Avaí (SP),Total,Total,7,3,8,3,7,5,9,8,3,4,3,3
MU,3504404,Avanhandava (SP),Total,Total,13,17,15,13,17,7,14,9,10,13,13,15
MU,3504503,Avaré (SP),Total,Total,122,123,112,113,101,102,117,98,101,91,81,93
MU,3504602,Bady Bassitt (SP),Total,Total,22,14,24,22,24,12,12,16,15,22,11,10
MU,3504701,Balbinos (SP),Total,Total,2,2,-,3,2,1,1,1,-,3,-,2
MU,3504800,Bálsamo (SP),Total,Total,8,5,6,6,3,6,7,5,6,1,8,6
MU,3504909,Bananal (SP),Total,Total,7,8,11,14,5,4,9,9,11,8,6,7
MU,3505005,Barão de Antonina (SP),Total,Total,1,6,5,5,2,7,8,6,3,4,6,1
MU,3505104,Barbosa (SP),Total,Total,10,8,10,6,8,8,6,4,8,7,6,9
MU,3505203,Bariri (SP),Total,Total,35,35,33,33,43,31,32,30,36,26,22,48
MU,3505302,Barra Bonita (SP),Total,Total,26,36,20,27,30,23,23,26,22,24,18,33
MU,3505351,Barra do Chapéu (SP),Total,Total,5,4,8,7,5,5,7,7,10,2,4,4
MU,3505401,Barra do Turvo (SP),Total,Total,13,10,5,13,3,7,7,12,7,6,5,6
MU,3505500,Barretos (SP),Total,Total,128,109,143,116,138,136,116,104,98,121,91,88
MU,3505609,Barrinha (SP),Total,Total,41,37,52,33,49,46,40,31,33,35,25,37
MU,3505708,Barueri (SP),Total,Total,469,475,489,472,474,489,464,444,430,407,398,418
MU,3505807,Bastos (SP),Total,Total,21,27,35,29,19,29,15,17,12,21,17,28
MU,3505906,Batatais (SP),Total,Total,72,60,57,55,63,58,50,57,54,52,42,57
MU,3506003,Bauru (SP),Total,Total,384,438,489,370,462,403,389,373,374,353,318,362
MU,3506102,Bebedouro (SP),Total,Total,76,87,93,74,102,63,66,76,68,59,61,77
MU,3506201,Bento de Abreu (SP),Total,Total,4,2,2,1,4,1,4,1,4,2,3,4
MU,3506300,Bernardino de Campos (SP),Total,Total,10,9,12,8,15,9,9,6,10,13,12,16
MU,3506359,Bertioga (SP),Total,Total,73,77,90,84,102,92,103,90,83,89,65,78
MU,3506409,Bilac (SP),Total,Total,10,2,7,10,5,9,9,5,4,2,3,8
MU,3506508,Birigui (SP),Total,Total,117,104,154,127,127,131,101,101,120,92,96,86
MU,3506607,Biritiba Mirim (SP),Total,Total,33,33,38,43,39,33,25,31,34,29,32,38
MU,3506706,Boa Esperança do Sul (SP),Total,Total,12,12,22,18,16,12,10,13,7,11,8,9
MU,3506805,Bocaina (SP),Total,Total,13,9,19,14,11,9,12,13,10,12,8,12
MU,3506904,Bofete (SP),Total,Total,12,12,9,9,13,8,13,11,12,6,10,9
MU,3507001,Boituva (SP),Total,Total,83,69,61,77,66,85,54,60,49,57,67,56
MU,3507100,Bom Jesus dos Perdões (SP),Total,Total,32,30,30,38,39,26,26,24,28,32,25,31
MU,3507159,Bom Sucesso de Itararé (SP),Total,Total,7,5,13,5,4,7,2,5,9,5,7,2
MU,3507209,Borá (SP),Total,Total,-,1,1,-,1,2,-,1,4,-,-,-
MU,3507308,Boracéia (SP),Total,Total,4,2,2,7,3,5,4,6,7,4,6,6
MU,3507407,Borborema (SP),Total,Total,15,15,20,7,17,20,19,8,9,5,12,10
MU,3507456,Borebi (SP),Total,Total,2,3,4,3,1,1,3,2,4,2,4,8
MU,3507506,Botucatu (SP),Total,Total,139,145,169,170,149,155,154,132,126,126,132,139
MU,3507605,Bragança Paulista (SP),Total,Total,186,182,211,188,198,205,177,187,155,150,158,155
MU,3507704,Braúna (SP),Total,Total,8,3,7,10,8,11,5,4,6,3,1,2
MU,3507753,Brejo Alegre (SP),Total,Total,3,2,2,4,5,2,6,2,2,-,2,2
MU,3507803,Brodowski (SP),Total,Total,20,21,26,26,22,22,25,25,12,25,27,31
MU,3507902,Brotas (SP),Total,Total,22,24,32,18,35,19,17,31,23,30,22,21
MU,3508009,Buri (SP),Total,Total,27,21,27,46,31,31,26,29,20,21,20,21
MU,3508108,Buritama (SP),Total,Total,13,9,20,20,18,19,15,15,17,10,14,7
MU,3508207,Buritizal (SP),Total,Total,6,4,5,5,4,7,1,2,7,4,5,5
MU,3508306,Cabrália Paulista (SP),Total,Total,4,2,5,3,3,6,6,6,4,4,6,3
MU,3508405,Cabreúva (SP),Total,Total,66,71,74,83,77,60,59,63,56,56,57,61
MU,3508504,Caçapava (SP),Total,Total,99,99,131,112,112,101,93,94,100,87,94,59
MU,3508603,Cachoeira Paulista (SP),Total,Total,37,34,37,35,36,27,36,37,36,30,35,32
MU,3508702,Caconde (SP),Total,Total,16,11,29,15,18,14,12,17,13,20,13,14
MU,3508801,Cafelândia (SP),Total,Total,13,23,21,19,21,11,20,10,26,16,15,20
MU,3508900,Caiabu (SP),Total,Total,4,4,1,2,2,-,6,3,1,-,1,4
MU,3509007,Caieiras (SP),Total,Total,117,112,138,114,124,105,129,107,99,87,81,118
MU,3509106,Caiuá (SP),Total,Total,6,-,5,5,2,4,4,5,6,1,3,7
MU,3509205,Cajamar (SP),Total,Total,121,105,116,129,126,122,116,102,120,119,87,89
MU,3509254,Cajati (SP),Total,Total,37,45,37,39,54,51,42,25,48,31,32,38
MU,3509304,Cajobi (SP),Total,Total,4,9,10,8,6,5,9,5,6,7,8,5
MU,3509403,Cajuru (SP),Total,Total,29,37,36,33,32,34,29,26,27,17,27,24
MU,3509452,Campina do Monte Alegre (SP),Total,Total,6,7,12,8,2,9,4,6,5,6,8,5
MU,3509502,Campinas (SP),Total,Total,1368,1386,1412,1397,1406,1302,1248,1227,1163,1196,1021,1165
MU,3509601,Campo Limpo Paulista (SP),Total,Total,102,83,106,90,113,101,99,91,82,85,65,82
MU,3509700,Campos do Jordão (SP),Total,Total,58,52,70,82,78,62,54,55,54,58,78,65
MU,3509809,Campos Novos Paulista (SP),Total,Total,6,4,1,5,4,10,5,5,2,2,4,9
MU,3509908,Cananéia (SP),Total,Total,19,17,10,18,13,18,16,17,12,14,12,4
MU,3509957,Canas (SP),Total,Total,5,4,8,6,1,5,3,3,13,5,7,11
MU,3510005,Cândido Mota (SP),Total,Total,33,30,26,28,31,31,32,24,21,22,23,30
MU,3510104,Cândido Rodrigues (SP),Total,Total,3,2,-,1,2,-,1,1,2,1,-,3
MU,3510153,Canitar (SP),Total,Total,5,2,8,7,4,6,3,8,7,7,4,3
MU,3510203,Capão Bonito (SP),Total,Total,51,54,58,44,58,62,47,49,60,55,47,62
MU,3510302,Capela do Alto (SP),Total,Total,27,23,23,25,32,23,33,22,25,24,21,19
MU,3510401,Capivari (SP),Total,Total,56,62,77,60,71,56,49,57,59,43,42,51
MU,3510500,Caraguatatuba (SP),Total,Total,164,145,166,181,158,158,141,146,132,136,118,120
MU,3510609,Carapicuíba (SP),Total,Total,578,580,655,637,629,614,612,590,541,543,497,493
MU,3510708,Cardoso (SP),Total,Total,14,7,17,16,11,13,13,13,8,5,6,13
MU,3510807,Casa Branca (SP),Total,Total,19,24,28,31,25,27,28,27,20,25,16,17
MU,3510906,Cássia dos Coqueiros (SP),Total,Total,1,3,2,6,3,1,1,1,1,-,3,2
MU,3511003,Castilho (SP),Total,Total,22,23,28,14,23,30,31,14,28,6,22,19
MU,3511102,Catanduva (SP),Total,Total,128,137,114,127,133,106,109,119,117,99,91,91
MU,3511201,Catiguá (SP),Total,Total,11,7,9,7,8,11,9,5,8,2,9,4
MU,3511300,Cedral (SP),Total,Total,13,11,10,12,4,9,4,8,7,7,5,8
MU,3511409,Cerqueira César (SP),Total,Total,23,26,24,21,24,19,14,21,25,20,21,32
MU,3511508,Cerquilho (SP),Total,Total,42,47,51,52,50,43,41,43,52,37,44,45
MU,3511607,Cesário Lange (SP),Total,Total,19,19,25,23,25,34,20,20,16,21,24,14
MU,3511706,Charqueada (SP),Total,Total,24,15,16,22,17,18,16,21,15,9,16,17
MU,3511904,Clementina (SP),Total,Total,7,13,8,11,6,6,11,9,5,7,3,6
MU,3512001,Colina (SP),Total,Total,18,26,20,20,22,24,15,16,15,14,14,15
MU,3512100,Colômbia (SP),Total,Total,6,6,7,10,5,7,5,14,10,6,4,10
MU,3512209,Conchal (SP),Total,Total,30,34,32,31,30,35,41,28,28,27,37,45
MU,3512308,Conchas (SP),Total,Total,16,17,17,16,20,23,16,14,15,16,20,13
MU,3512407,Cordeirópolis (SP),Total,Total,31,26,35,31,26,26,28,29,20,19,21,23
MU,3512506,Coroados (SP),Total,Total,8,4,10,5,6,8,1,6,6,8,5,3
MU,3512605,Coronel Macedo (SP),Total,Total,6,5,4,4,5,7,3,2,1,2,6,7
MU,3512704,Corumbataí (SP),Total,Total,5,4,2,5,7,3,3,5,3,1,4,3
MU,3512803,Cosmópolis (SP),Total,Total,73,63,67,68,57,52,58,55,52,41,53,49
MU,3512902,Cosmorama (SP),Total,Total,6,4,7,5,6,3,9,3,2,4,6,2
MU,3513009,Cotia (SP),Total,Total,345,304,353,372,364,356,324,337,334,294,340,332
MU,3513108,Cravinhos (SP),Total,Total,40,27,39,27,38,37,35,42,36,27,22,28
MU,3513207,Cristais Paulista (SP),Total,Total,13,7,13,13,8,8,11,6,7,7,11,8
MU,3513306,Cruzália (SP),Total,Total,-,1,7,2,3,4,2,1,-,3,-,2
MU,3513405,Cruzeiro (SP),Total,Total,89,78,101,98,103,86,81,66,79,57,50,74
MU,3513504,Cubatão (SP),Total,Total,149,145,170,173,161,138,145,144,121,104,108,124
MU,3513603,Cunha (SP),Total,Total,22,25,24,14,21,19,15,17,21,19,13,16
MU,3513702,Descalvado (SP),Total,Total,35,28,38,32,30,29,26,37,19,17,36,18
MU,3513801,Diadema (SP),Total,Total,534,498,521,547,569,532,484,488,454,433,426,446
MU,3513850,Dirce Reis (SP),Total,Total,2,3,1,1,1,2,5,2,1,-,-,1
MU,3513900,Divinolândia (SP),Total,Total,9,20,10,14,10,6,15,8,13,7,4,9
MU,3514007,Dobrada (SP),Total,Total,12,8,11,7,13,6,7,12,6,4,6,4
MU,3514106,Dois Córregos (SP),Total,Total,37,37,31,34,25,25,37,38,19,28,22,27
MU,3514205,Dolcinópolis (SP),Total,Total,1,2,1,2,-,4,3,1,-,1,1,-
MU,3514304,Dourado (SP),Total,Total,7,4,13,11,11,8,11,11,10,4,8,4
MU,3514403,Dracena (SP),Total,Total,54,51,40,63,39,39,48,34,36,41,30,41
MU,3514502,Duartina (SP),Total,Total,10,9,12,8,10,9,11,10,11,17,7,7
MU,3514601,Dumont (SP),Total,Total,10,11,12,13,9,9,8,5,8,4,3,11
MU,3514700,Echaporã (SP),Total,Total,10,8,8,5,3,7,4,7,4,14,9,8
MU,3514809,Eldorado (SP),Total,Total,14,12,22,28,20,16,15,14,19,19,12,17
MU,3514908,Elias Fausto (SP),Total,Total,19,23,28,18,20,15,15,20,12,18,17,15
MU,3514924,Elisiário (SP),Total,Total,4,1,5,2,2,4,5,4,1,3,5,2
MU,3514957,Embaúba (SP),Total,Total,1,2,-,2,-,3,2,-,-,4,2,5
MU,3515004,Embu das Artes (SP),Total,Total,369,353,415,367,375,365,349,320,330,334,302,331
MU,3515103,Embu-Guaçu (SP),Total,Total,92,82,92,93,77,87,81,79,73,71,63,83
MU,3515129,Emilianópolis (SP),Total,Total,3,2,2,2,2,3,2,-,1,4,1,1
MU,3515152,Engenheiro Coelho (SP),Total,Total,20,32,23,32,29,25,16,24,14,11,18,20
MU,3515186,Espírito Santo do Pinhal (SP),Total,Total,40,41,34,34,44,28,42,38,25,28,16,31
MU,3515194,Espírito Santo do Turvo (SP),Total,Total,6,6,6,4,3,5,4,2,5,6,6,3
MU,3515202,Estrela d'Oeste (SP),Total,Total,7,6,10,2,4,9,9,8,5,5,4,9
MU,3515301,Estrela do Norte (SP),Total,Total,2,3,4,3,2,2,1,4,2,2,1,4
MU,3515350,Euclides da Cunha Paulista (SP),Total,Total,11,7,7,9,8,7,10,11,11,7,11,8
MU,3515400,Fartura (SP),Total,Total,21,13,23,25,15,17,15,16,13,11,11,20
MU,3515509,Fernandópolis (SP),Total,Total,55,53,59,60,70,60,59,54,67,63,51,56
MU,3515608,Fernando Prestes (SP),Total,Total,4,5,2,6,2,4,5,7,4,2,5,7
MU,3515657,Fernão (SP),Total,Total,-,-,1,2,2,4,4,1,-,1,2,-
MU,3515707,Ferraz de Vasconcelos (SP),Total,Total,262,225,286,253,247,243,225,222,230,206,188,210
MU,3515806,Flora Rica (SP),Total,Total,2,2,2,2,2,2,3,2,2,-,1,1
MU,3515905,Floreal (SP),Total,Total,2,1,-,-,2,-,4,2,-,1,1,3
MU,3516002,Flórida Paulista (SP),Total,Total,10,8,10,10,9,8,11,6,7,9,6,3
MU,3516101,Florínea (SP),Total,Total,1,2,2,2,2,6,1,3,1,2,4,4
MU,3516200,Franca (SP),Total,Total,416,415,483,446,436,437,402,367,378,356,389,390
MU,3516309,Francisco Morato (SP),Total,Total,249,244,279,275,245,255,218,228,239,241,196,209
MU,3516408,Franco da Rocha (SP),Total,Total,212,189,199,182,190,199,170,166,191,162,160,155
MU,3516507,Gabriel Monteiro (SP),Total,Total,1,2,1,2,4,4,1,6,1,5,1,1
MU,3516606,Gália (SP),Total,Total,4,6,3,3,5,6,5,5,7,5,5,9
MU,3516705,Garça (SP),Total,Total,49,40,47,47,55,36,37,37,46,43,28,44
MU,3516804,Gastão Vidigal (SP),Total,Total,3,3,7,3,3,7,6,2,7,2,1,5
MU,3516853,Gavião Peixoto (SP),Total,Total,5,7,2,6,8,6,6,2,3,6,3,2
MU,3516903,General Salgado (SP),Total,Total,13,9,11,10,6,10,9,13,9,8,7,8
MU,3517000,Getulina (SP),Total,Total,10,9,11,15,9,6,5,12,7,4,5,11
MU,3517109,Glicério (SP),Total,Total,4,4,5,6,2,1,3,6,1,4,2,1
MU,3517208,Guaiçara (SP),Total,Total,16,7,16,23,21,13,13,11,10,9,7,11
MU,3517307,Guaimbê (SP),Total,Total,8,7,11,5,6,4,6,4,9,8,3,7
MU,3517406,Guaíra (SP),Total,Total,46,32,51,41,43,30,31,37,35,25,36,31
MU,3517505,Guapiaçu (SP),Total,Total,23,19,28,13,23,22,22,16,17,26,14,19
MU,3517604,Guapiara (SP),Total,Total,26,21,19,16,15,14,18,11,14,18,21,27
MU,3517703,Guará (SP),Total,Total,20,11,16,24,18,22,16,16,15,10,13,11
MU,3517802,Guaraçaí (SP),Total,Total,10,8,4,4,11,8,6,7,5,4,10,2
MU,3517901,Guaraci (SP),Total,Total,10,5,6,14,8,11,2,9,8,11,7,7
MU,3518008,Guarani d'Oeste (SP),Total,Total,2,-,4,1,1,-,2,1,3,1,2,-
MU,3518107,Guarantã (SP),Total,Total,11,3,9,8,7,6,7,6,7,3,7,3
MU,3518206,Guararapes (SP),Total,Total,37,37,35,30,34,28,31,29,32,30,29,28
MU,3518305,Guararema (SP),Total,Total,44,42,31,50,31,41,43,35,30,27,25,31
MU,3518404,Guaratinguetá (SP),Total,Total,123,119,136,123,133,116,119,113,115,87,90,109
MU,3518503,Guareí (SP),Total,Total,21,18,13,12,13,18,10,12,10,10,12,12
MU,3518602,Guariba (SP),Total,Total,37,39,45,53,40,41,40,47,36,33,38,37
MU,3518701,Guarujá (SP),Total,Total,419,382,421,386,435,413,360,350,302,304,305,353
MU,3518800,Guarulhos (SP),Total,Total,1849,1756,1982,1878,2013,1763,1701,1669,1596,1520,1461,1518
MU,3518859,Guatapará (SP),Total,Total,10,13,8,5,10,5,8,12,3,4,4,5
MU,3518909,Guzolândia (SP),Total,Total,2,11,7,7,5,4,4,10,4,9,1,1
MU,3519006,Herculândia (SP),Total,Total,9,10,11,7,13,7,11,2,13,8,5,9
MU,3519055,Holambra (SP),Total,Total,19,19,20,15,26,18,18,13,13,18,12,27
MU,3519071,Hortolândia (SP),Total,Total,278,289,256,291,293,266,259,236,230,214,213,231
MU,3519105,Iacanga (SP),Total,Total,10,11,16,15,10,11,9,6,8,9,10,8
MU,3519204,Iacri (SP),Total,Total,7,6,3,4,2,6,2,1,6,5,5,2
MU,3519253,Iaras (SP),Total,Total,10,5,7,9,9,9,8,6,8,11,9,10
MU,3519303,Ibaté (SP),Total,Total,38,40,46,43,43,40,38,45,30,47,33,43
MU,3519402,Ibirá (SP),Total,Total,15,14,8,9,7,17,18,11,16,11,8,10
MU,3519501,Ibirarema (SP),Total,Total,8,5,9,5,8,5,7,6,6,4,4,4
MU,3519600,Ibitinga (SP),Total,Total,58,59,61,61,67,61,61,66,70,45,45,41
MU,3519709,Ibiúna (SP),Total,Total,89,101,102,109,124,117,74,96,106,105,86,78
MU,3519808,Icém (SP),Total,Total,9,9,11,8,5,9,10,3,1,9,5,7
MU,3519907,Iepê (SP),Total,Total,7,10,11,12,4,10,10,11,3,2,5,10
MU,3520004,Igaraçu do Tietê (SP),Total,Total,26,30,32,28,31,23,25,23,20,14,27,28
MU,3520103,Igarapava (SP),Total,Total,20,21,40,31,20,26,29,29,26,22,20,23
MU,3520202,Igaratá (SP),Total,Total,15,12,15,8,10,16,18,7,10,6,5,10
MU,3520301,Iguape (SP),Total,Total,31,28,31,31,28,40,32,43,24,28,25,25
MU,3520400,Ilhabela (SP),Total,Total,41,46,39,39,46,40,52,31,34,41,34,47
MU,3520426,Ilha Comprida (SP),Total,Total,13,10,18,14,18,12,10,9,11,9,13,13
MU,3520442,Ilha Solteira (SP),Total,Total,25,25,18,32,24,31,21,17,16,22,25,23
MU,3520509,Indaiatuba (SP),Total,Total,267,255,301,278,263,269,268,231,254,209,198,243
MU,3520608,Indiana (SP),Total,Total,4,9,6,3,5,1,9,2,4,2,5,-
MU,3520707,Indiaporã (SP),Total,Total,2,2,4,1,2,3,2,3,3,2,5,5
MU,3520806,Inúbia Paulista (SP),Total,Total,3,2,2,5,5,4,4,3,6,2,2,2
MU,3520905,Ipaussu (SP),Total,Total,12,11,18,18,22,13,10,12,11,13,11,16
MU,3521002,Iperó (SP),Total,Total,29,39,35,36,26,25,35,26,27,30,28,23
MU,3521101,Ipeúna (SP),Total,Total,6,7,4,5,14,7,8,11,8,10,5,5
MU,3521150,Ipiguá (SP),Total,Total,11,8,4,6,6,4,4,3,3,3,9,3
MU,3521200,Iporanga (SP),Total,Total,3,5,5,7,10,5,8,2,6,-,4,5
MU,3521309,Ipuã (SP),Total,Total,12,16,12,11,15,26,12,11,11,12,18,14
MU,3521408,Iracemápolis (SP),Total,Total,32,25,26,28,32,23,19,20,18,18,16,23
MU,3521507,Irapuã (SP),Total,Total,6,10,11,15,7,7,6,5,7,6,2,5
MU,3521606,Irapuru (SP),Total,Total,4,6,4,4,8,1,1,7,5,1,5,7
MU,3521705,Itaberá (SP),Total,Total,22,18,16,20,24,20,17,17,20,19,15,11
MU,3521804,Itaí (SP),Total,Total,39,26,17,31,31,21,33,33,25,16,17,30
MU,3521903,Itajobi (SP),Total,Total,19,11,15,10,14,17,13,15,12,17,10,11
MU,3522000,Itaju (SP),Total,Total,3,3,6,3,5,3,4,4,2,4,2,5
MU,3522109,Itanhaém (SP),Total,Total,103,122,128,111,129,135,110,109,93,94,85,93
MU,3522158,Itaoca (SP),Total,Total,4,5,4,5,4,5,5,4,4,2,1,2
MU,3522208,Itapecerica da Serra (SP),Total,Total,196,226,254,230,230,206,190,209,231,188,179,191
MU,3522307,Itapetininga (SP),Total,Total,189,179,200,198,186,182,155,167,155,164,145,157
MU,3522406,Itapeva (SP),Total,Total,136,122,115,139,133,117,114,105,93,113,113,104
MU,3522505,Itapevi (SP),Total,Total,382,311,367,395,399,346,308,317,321,290,269,336
MU,3522604,Itapira (SP),Total,Total,72,74,79,69,74,75,56,63,56,60,54,66
MU,3522653,Itapirapuã Paulista (SP),Total,Total,5,7,1,3,9,4,5,3,3,8,5,6
MU,3522703,Itápolis (SP),Total,Total,29,25,54,44,34,28,36,51,41,39,33,29
MU,3522802,Itaporanga (SP),Total,Total,18,17,19,22,25,10,12,20,16,15,13,11
MU,3522901,Itapuí (SP),Total,Total,21,20,17,15,16,10,21,9,11,12,21,7
MU,3523008,Itapura (SP),Total,Total,3,3,5,5,9,6,4,3,1,9,5,9
MU,3523107,Itaquaquecetuba (SP),Total,Total,548,533,616,554,527,489,508,461,484,435,422,457
MU,3523206,Itararé (SP),Total,Total,58,69,55,48,46,61,54,49,57,48,45,55
MU,3523305,Itariri (SP),Total,Total,12,19,16,17,13,17,19,15,11,11,14,14
MU,3523404,Itatiba (SP),Total,Total,110,128,126,110,138,143,108,99,91,100,107,95
MU,3523503,Itatinga (SP),Total,Total,23,19,27,18,20,20,27,27,25,23,22,26
MU,3523602,Itirapina (SP),Total,Total,13,12,10,20,21,8,12,7,15,11,13,13
MU,3523701,Itirapuã (SP),Total,Total,10,7,9,6,4,11,6,5,7,3,4,8
MU,3523800,Itobi (SP),Total,Total,9,6,7,10,6,7,7,9,5,4,3,12
MU,3523909,Itu (SP),Total,Total,214,190,198,213,225,213,191,182,166,175,151,156
MU,3524006,Itupeva (SP),Total,Total,75,75,96,85,80,84,78,61,66,56,64,58
MU,3524105,Ituverava (SP),Total,Total,23,30,42,28,48,37,30,35,34,33,38,30
MU,3524204,Jaborandi (SP),Total,Total,7,10,11,5,5,7,5,7,5,1,6,3
MU,3524303,Jaboticabal (SP),Total,Total,67,69,90,79,79,59,67,54,60,51,43,57
MU,3524402,Jacareí (SP),Total,Total,255,286,281,271,283,257,261,263,261,205,214,234
MU,3524501,Jaci (SP),Total,Total,7,13,11,7,9,5,6,7,4,3,5,12
MU,3524600,Jacupiranga (SP),Total,Total,24,21,30,29,25,25,22,20,21,25,16,13
MU,3524709,Jaguariúna (SP),Total,Total,71,82,75,68,77,60,69,47,66,38,66,50
MU,3524808,Jales (SP),Total,Total,44,56,57,47,59,46,37,33,48,32,39,39
MU,3524907,Jambeiro (SP),Total,Total,6,10,8,5,7,4,5,6,2,5,10,5
MU,3525003,Jandira (SP),Total,Total,171,178,160,149,171,160,166,134,143,130,120,131
MU,3525102,Jardinópolis (SP),Total,Total,53,55,49,42,43,43,60,49,44,39,36,40
MU,3525201,Jarinu (SP),Total,Total,33,28,34,32,23,42,39,34,31,35,33,33
MU,3525300,Jaú (SP),Total,Total,135,142,146,142,144,137,141,121,119,143,129,127
MU,3525409,Jeriquara (SP),Total,Total,8,5,3,1,6,4,6,3,4,2,8,-
MU,3525508,Joanópolis (SP),Total,Total,14,9,12,13,6,14,13,9,12,19,7,10
MU,3525607,João Ramalho (SP),Total,Total,5,8,11,10,8,3,4,3,8,11,8,6
MU,3525706,José Bonifácio (SP),Total,Total,28,44,50,43,45,32,32,26,27,33,40,42
MU,3525805,Júlio Mesquita (SP),Total,Total,11,5,6,3,7,3,7,8,5,4,2,5
MU,3525854,Jumirim (SP),Total,Total,8,5,6,5,5,4,3,5,2,2,3,5
MU,3525904,Jundiaí (SP),Total,Total,480,502,569,502,553,525,478,443,470,470,397,465
MU,3526001,Junqueirópolis (SP),Total,Total,26,15,30,23,19,14,17,14,26,16,12,22
